DATE      	AVG TMP        	REFERENCE ET   	PRECIPITATION  
YYYY-MM-DD	C              	mm/day         	MM             
2009-06-19	19.50          	3.486          	0.00           
2009-06-20	20.25          	2.604          	24.00          
2009-06-21	21.25          	4.047          	0.00           
2009-06-22	22.00          	5.013          	0.00           
2009-06-23	21.25          	5.309          	0.00           
2009-06-24	22.00          	5.207          	0.00           
2009-06-25	23.25          	5.450          	0.00           
2009-06-26	24.50          	4.695          	0.00           
2009-06-27	21.50          	4.802          	0.00           
2009-06-28	21.25          	3.954          	0.00           
2009-06-29	21.50          	5.337          	5.00           
2009-06-30	21.50          	3.020          	10.00          
2009-07-01	21.00          	4.421          	12.00          
2009-07-02	21.50          	4.247          	17.00          
2009-07-03	20.50          	4.355          	0.00           
2009-07-04	20.00          	5.201          	0.00           
2009-07-05	18.75          	4.698          	0.00           
2009-07-06	19.50          	5.028          	0.00           
2009-07-07	20.75          	4.995          	0.00           
2009-07-08	18.75          	4.121          	0.00           
2009-07-09	19.00          	4.637          	0.00           
2009-07-10	20.50          	4.758          	0.00           
2009-07-11	20.50          	3.369          	0.00           
2009-07-12	21.25          	5.380          	0.00           
2009-07-13	19.50          	4.934          	0.00           
2009-07-14	18.50          	5.217          	0.00           
2009-07-15	19.25          	5.388          	0.00           
2009-07-16	23.75          	5.254          	0.00           
2009-07-17	22.75          	2.720          	2.00           
2009-07-18	21.25          	4.860          	0.00           
2009-07-19	19.75          	4.264          	0.00           
2009-07-20	20.25          	3.743          	0.00           
2009-07-21	19.75          	2.621          	0.00           
2009-07-22	21.25          	3.653          	6.00           
2009-07-23	22.00          	3.226          	10.00          
2009-07-24	21.75          	4.296          	6.00           
2009-07-25	21.75          	4.958          	1.00           
2009-07-26	23.75          	4.091          	5.00           
2009-07-27	23.50          	4.876          	0.00           
2009-07-28	23.75          	4.761          	0.00           
2009-07-29	24.25          	2.872          	0.00           
2009-07-30	24.00          	4.675          	8.00           
2009-07-31	23.50          	2.625          	9.00           
2009-08-01	22.50          	4.579          	6.00           
2009-08-02	23.25          	3.388          	38.00          
2009-08-03	22.50          	4.851          	0.00           
2009-08-04	22.50          	4.595          	0.00           
2009-08-05	23.50          	4.049          	0.00           
2009-08-06	21.75          	4.669          	0.00           
2009-08-07	19.50          	4.205          	0.00           
2009-08-08	21.00          	4.192          	0.00           
2009-08-09	23.00          	3.416          	33.00          
2009-08-10	25.50          	5.418          	28.00          
2009-08-11	25.50          	4.860          	0.00           
2009-08-12	24.25          	3.733          	10.00          
2009-08-13	22.75          	4.032          	8.00           
2009-08-14	23.00          	3.955          	0.00           
2009-08-15	23.50          	4.644          	0.00           
2009-08-16	24.75          	4.967          	0.00           
2009-08-17	25.25          	5.199          	0.00           
2009-08-18	25.00          	4.621          	0.00           
2009-08-19	25.25          	4.357          	10.00          
2009-08-20	24.75          	3.416          	16.00          
2009-08-21	24.75          	3.029          	10.00          
2009-08-22	24.00          	2.649          	21.00          
2009-08-23	23.50          	4.130          	0.00           
2009-08-24	21.50          	4.175          	0.00           
2009-08-25	21.75          	4.228          	0.00           
2009-08-26	23.00          	4.390          	0.00           
2009-08-27	22.00          	2.319          	0.00           
2009-08-28	20.00          	1.586          	31.00          
2009-08-29	22.00          	2.843          	26.00          
2009-08-30	20.50          	4.123          	13.00          
2009-08-31	16.75          	2.954          	0.00           
2009-09-01	15.25          	3.729          	0.00           
2009-09-02	16.75          	3.566          	0.00           
2009-09-03	18.50          	3.718          	0.00           
2009-09-04	19.25          	3.366          	0.00           
2009-09-05	19.75          	4.083          	0.00           
2009-09-06	19.25          	4.061          	0.00           
2009-09-07	19.25          	2.758          	0.00           
2009-09-08	19.00          	2.652          	0.00           
2009-09-09	19.25          	2.033          	4.00           
2009-09-10	16.25          	2.522          	5.00           
2009-09-11	14.75          	1.430          	36.00          
2009-09-12	16.75          	1.651          	21.00          
2009-09-13	20.00          	3.693          	0.00           
2009-09-14	19.00          	3.234          	0.00           
2009-09-15	19.25          	3.270          	0.00           
2009-09-16	17.75          	2.825          	8.00           
2009-09-17	15.25          	1.450          	6.00           
2009-09-18	17.75          	2.940          	1.00           
2009-09-19	15.50          	3.228          	0.00           
2009-09-20	14.50          	3.016          	0.00           
2009-09-21	16.25          	3.261          	0.00           
2009-09-22	19.25          	2.148          	0.00           
2009-09-23	22.25          	2.935          	0.00           
2009-09-24	22.25          	2.594          	0.00           
2009-09-25	17.75          	3.151          	0.00           
2009-09-26	14.25          	1.935          	0.00           
2009-09-27	16.00          	1.941          	17.00          
2009-09-28	15.50          	2.277          	0.00           
2009-09-29	13.50          	2.126          	0.00           
2009-09-30	11.75          	1.836          	0.00           
2009-10-01	9.75           	1.663          	0.00           
2009-10-02	11.50          	2.139          	0.00           
2009-10-03	16.25          	2.521          	0.00           
2009-10-04	14.50          	2.583          	0.00           
2009-10-05	12.25          	2.371          	0.00           
2009-10-06	11.25          	2.410          	0.00           
2009-10-07	14.00          	2.276          	1.00           
2009-10-08	12.75          	2.316          	0.00           
2009-10-09	16.00          	1.759          	5.00           
2009-10-10	12.50          	2.235          	6.00           
2009-10-11	9.75           	1.971          	0.00           
2009-10-12	7.25           	1.179          	0.00           
2009-10-13	10.50          	1.994          	0.00           
2009-10-14	6.50           	1.095          	0.00           
2009-10-15	4.50           	0.797          	16.00          
2009-10-16	3.50           	0.663          	18.00          
2009-10-17	4.75           	0.660          	18.00          
2009-10-18	6.50           	1.535          	11.00          
2009-10-19	6.00           	1.741          	0.00           
2009-10-20	9.50           	1.943          	0.00           
2009-10-21	12.50          	1.927          	0.00           
2009-10-22	15.00          	2.279          	0.00           
2009-10-23	13.75          	2.067          	13.00          
2009-10-24	16.25          	2.372          	21.00          
2009-10-25	12.00          	1.956          	18.00          
2009-10-26	9.25           	1.735          	0.00           
2009-10-27	9.25           	0.950          	15.00          
2009-10-28	12.75          	1.117          	22.00          
2009-10-29	12.25          	0.855          	0.00           
2009-10-30	11.50          	0.797          	0.00           
2009-10-31	14.75          	1.673          	3.00           
2009-11-01	10.50          	1.472          	5.00           
2009-11-02	8.75           	1.314          	0.00           
2009-11-03	8.50           	1.720          	0.00           
2009-11-04	5.25           	1.095          	0.00           
2009-11-05	5.00           	1.149          	0.00           
2009-11-06	3.75           	1.189          	0.00           
2009-11-07	4.25           	1.535          	0.00           
2009-11-08	9.00           	1.383          	0.00           
2009-11-09	11.25          	1.797          	0.00           
2009-11-10	12.25          	1.469          	0.00           
2009-11-11	11.25          	1.314          	1.00           
2009-11-12	8.50           	1.037          	0.00           
2009-11-13	10.75          	1.144          	0.00           
2009-11-14	12.00          	0.842          	2.00           
2009-11-15	13.50          	1.479          	0.00           
2009-11-16	11.50          	1.579          	0.00           
2009-11-17	8.75           	1.132          	0.00           
2009-11-18	8.25           	1.223          	0.00           
2009-11-19	10.50          	1.110          	14.00          
2009-11-20	9.00           	1.245          	13.00          
2009-11-21	7.75           	1.166          	0.00           
2009-11-22	6.75           	1.133          	0.00           
2009-11-23	7.00           	0.977          	0.00           
2009-11-24	8.50           	0.571          	8.00           
2009-11-25	8.75           	0.619          	6.00           
2009-11-26	8.25           	0.597          	6.00           
2009-11-27	5.75           	0.914          	0.00           
2009-11-28	5.00           	1.162          	0.00           
2009-11-29	6.50           	1.402          	0.00           
2009-11-30	6.75           	1.487          	6.00           
2009-12-01	3.75           	1.003          	0.00           
2009-12-02	4.75           	1.494          	16.00          
2009-12-03	9.25           	1.840          	20.00          
2009-12-04	5.25           	0.871          	0.00           
2009-12-05	1.75           	0.708          	9.00           
2009-12-06	-0.75          	0.587          	0.00           
2009-12-07	-1.25          	0.552          	0.00           
2009-12-08	1.50           	0.572          	0.00           
2009-12-09	3.75           	1.029          	33.00          
2009-12-10	0.25           	1.017          	0.00           
2009-12-11	-4.25          	0.736          	0.00           
2009-12-12	-2.50          	0.654          	0.00           
2009-12-13	-0.50          	0.799          	20.00          
2009-12-14	3.50           	0.690          	0.00           
2009-12-15	4.75           	0.807          	0.00           
2009-12-16	0.25           	0.760          	0.00           
2009-12-17	-3.00          	0.488          	0.00           
2009-12-18	-4.00          	0.361          	0.00           
2009-12-19	-4.25          	0.533          	11.00          
2009-12-20	-3.25          	0.588          	12.00          
2009-12-21	-2.25          	0.657          	0.00           
2009-12-22	-1.75          	0.649          	0.00           
2009-12-23	-4.75          	0.559          	0.00           
2009-12-24	-3.25          	0.557          	0.00           
2009-12-25	-1.75          	1.013          	0.00           
2009-12-26	4.25           	0.986          	13.00          
2009-12-27	3.25           	0.829          	15.00          
2009-12-28	0.75           	0.734          	0.00           
2009-12-29	-4.00          	0.654          	0.00           
2009-12-30	-5.25          	0.328          	0.00           
2009-12-31	-2.50          	0.375          	9.00           
2010-01-01	-0.25          	0.599          	0.00           
2010-01-02	-4.25          	0.640          	0.00           
2010-01-03	-6.75          	0.431          	0.00           
2010-01-04	-4.75          	0.463          	0.00           
2010-01-05	-4.25          	0.533          	0.00           
2010-01-06	-2.00          	0.593          	0.00           
2010-01-07	-1.00          	0.513          	0.00           
2010-01-08	-3.75          	0.613          	1.00           
2010-01-09	-5.50          	0.371          	0.00           
2010-01-10	-7.00          	0.675          	0.00           
2010-01-11	-6.00          	0.590          	0.00           
2010-01-12	-3.25          	0.652          	0.00           
2010-01-13	-2.25          	0.670          	0.00           
2010-01-14	-1.00          	0.791          	0.00           
2010-01-15	1.75           	1.271          	0.00           
2010-01-16	4.50           	0.952          	0.00           
2010-01-17	2.75           	0.856          	19.00          
2010-01-18	4.00           	1.029          	17.00          
2010-01-19	2.50           	0.860          	0.00           
2010-01-20	0.25           	0.813          	0.00           
2010-01-21	-1.00          	0.876          	0.00           
2010-01-22	0.50           	0.835          	0.00           
2010-01-23	-0.25          	0.840          	0.00           
2010-01-24	3.00           	1.331          	7.00           
2010-01-25	9.75           	2.280          	21.00          
2010-01-26	4.25           	1.381          	0.00           
2010-01-27	-0.25          	0.899          	0.00           
2010-01-28	-1.25          	1.333          	0.00           
2010-01-29	-6.00          	0.800          	0.00           
2010-01-30	-8.75          	0.348          	0.00           
2010-01-31	-7.50          	0.745          	0.00           
2010-02-01	-4.50          	0.750          	0.00           
2010-02-02	-3.75          	0.680          	0.00           
2010-02-03	-0.75          	0.783          	2.00           
2010-02-04	-0.75          	0.864          	0.00           
2010-02-05	-0.75          	0.677          	13.00          
2010-02-06	-4.50          	0.820          	19.00          
2010-02-07	-7.00          	0.862          	0.00           
2010-02-08	-5.50          	0.953          	0.00           
2010-02-09	-5.00          	0.787          	0.00           
2010-02-10	-3.75          	0.721          	21.00          
2010-02-11	-2.25          	0.948          	0.00           
2010-02-12	-3.50          	1.002          	0.00           
2010-02-13	-4.75          	0.819          	0.00           
2010-02-14	-2.50          	0.837          	0.00           
2010-02-15	-4.25          	0.911          	0.00           
2010-02-16	-2.25          	0.858          	0.00           
2010-02-17	-2.75          	0.787          	0.00           
2010-02-18	1.00           	1.060          	0.00           
2010-02-19	2.50           	1.048          	0.00           
2010-02-20	0.75           	1.129          	0.00           
2010-02-21	0.75           	1.341          	0.00           
2010-02-22	0.25           	1.036          	0.00           
2010-02-23	1.50           	0.657          	6.00           
2010-02-24	2.50           	0.752          	7.00           
2010-02-25	-0.25          	0.918          	2.00           
2010-02-26	-2.50          	0.897          	4.00           
2010-02-27	-0.50          	1.095          	0.00           
2010-02-28	1.25           	1.080          	0.00           
2010-03-01	2.50           	1.244          	0.00           
2010-03-02	2.25           	1.078          	0.00           
2010-03-03	2.75           	0.875          	1.00           
2010-03-04	2.50           	1.446          	0.00           
2010-03-05	3.25           	1.603          	0.00           
2010-03-06	3.50           	2.144          	0.00           
2010-03-07	5.50           	2.344          	0.00           
2010-03-08	6.75           	2.658          	0.00           
2010-03-09	7.75           	2.446          	0.00           
2010-03-10	7.50           	2.058          	0.00           
2010-03-11	10.00          	2.466          	0.00           
2010-03-12	8.75           	1.386          	8.00           
2010-03-13	7.75           	1.104          	22.00          
2010-03-14	7.75           	0.985          	15.00          
2010-03-15	6.75           	0.933          	5.00           
2010-03-16	8.75           	2.395          	3.00           
2010-03-17	9.00           	2.732          	0.00           
2010-03-18	9.25           	2.923          	0.00           
2010-03-19	10.75          	3.225          	0.00           
2010-03-20	12.25          	3.224          	0.00           
2010-03-21	14.25          	3.468          	0.00           
2010-03-22	15.25          	1.946          	9.00           
2010-03-23	10.75          	1.868          	10.00          
2010-03-24	10.75          	2.925          	0.00           
2010-03-25	10.00          	2.594          	0.00           
2010-03-26	7.00           	3.013          	4.00           
2010-03-27	1.25           	2.095          	0.00           
2010-03-28	4.50           	1.662          	0.00           
2010-03-29	9.25           	1.626          	14.00          
2010-03-30	7.00           	1.475          	13.00          
2010-03-31	10.00          	3.187          	15.00          
2010-04-01	12.75          	3.508          	0.00           
2010-04-02	14.50          	4.000          	0.00           
2010-04-03	14.75          	3.692          	0.00           
2010-04-04	15.25          	3.587          	0.00           
2010-04-05	16.50          	3.940          	0.00           
2010-04-06	20.25          	4.904          	0.00           
2010-04-07	21.25          	5.248          	0.00           
2010-04-08	19.75          	5.286          	0.00           
2010-04-09	12.25          	3.288          	7.00           
2010-04-10	9.50           	3.228          	0.00           
2010-04-11	12.25          	3.739          	0.00           
2010-04-12	11.50          	3.738          	0.00           
2010-04-13	8.75           	1.777          	3.00           
2010-04-14	8.00           	2.977          	0.00           
2010-04-15	12.25          	3.774          	0.00           
2010-04-16	16.50          	4.162          	10.00          
2010-04-17	12.00          	2.833          	16.00          
2010-04-18	7.00           	2.379          	0.00           
2010-04-19	9.25           	3.509          	0.00           
2010-04-20	10.50          	3.437          	0.00           
2010-04-21	10.75          	2.436          	0.00           
2010-04-22	13.75          	3.647          	0.00           
2010-04-23	12.00          	3.447          	0.00           
2010-04-24	11.25          	3.464          	0.00           
2010-04-25	10.50          	1.877          	21.00          
2010-04-26	10.25          	1.196          	14.00          
2010-04-27	9.00           	2.612          	6.00           
2010-04-28	8.00           	2.768          	0.00           
2010-04-29	11.00          	4.243          	0.00           
2010-04-30	15.25          	4.640          	0.00           
2010-05-01	19.50          	5.098          	0.00           
2010-05-02	22.75          	3.819          	30.00          
2010-05-03	21.75          	3.191          	49.00          
2010-05-04	18.50          	4.189          	0.00           
2010-05-05	17.25          	5.045          	0.00           
2010-05-06	18.25          	4.964          	0.00           
2010-05-07	14.75          	4.334          	0.00           
2010-05-08	14.75          	4.318          	0.00           
2010-05-09	9.50           	2.746          	0.00           
2010-05-10	8.00           	3.513          	0.00           
2010-05-11	7.50           	2.113          	10.00          
2010-05-12	9.25           	1.788          	16.00          
2010-05-13	10.50          	3.108          	0.00           
2010-05-14	18.00          	4.062          	0.00           
2010-05-15	17.75          	4.773          	0.00           
2010-05-16	16.25          	4.153          	0.00           
2010-05-17	14.75          	2.335          	0.00           
2010-05-18	11.75          	1.466          	5.00           
2010-05-19	12.75          	2.148          	0.00           
2010-05-20	17.50          	4.687          	0.00           
2010-05-21	20.50          	5.167          	0.00           
2010-05-22	20.75          	3.599          	0.00           
2010-05-23	19.50          	2.566          	2.00           
2010-05-24	20.00          	3.330          	2.00           
2010-05-25	22.00          	4.751          	0.00           
2010-05-26	23.25          	5.694          	0.00           
2010-05-27	24.75          	5.577          	0.00           
2010-05-28	20.25          	3.159          	0.00           
2010-05-29	21.00          	3.677          	0.00           
2010-05-30	22.25          	5.491          	0.00           
2010-05-31	23.75          	5.338          	0.00           
2010-06-01	24.00          	4.057          	0.00           
2010-06-02	22.75          	5.446          	0.00           
2010-06-03	24.00          	5.014          	0.00           
2010-06-04	23.75          	4.909          	3.00           
2010-06-05	24.25          	4.599          	0.00           
2010-06-06	23.00          	3.864          	0.00           
2010-06-07	17.75          	4.676          	0.00           
2010-06-08	16.50          	4.899          	0.00           
2010-06-09	15.75          	1.787          	26.00          
2010-06-10	19.50          	4.521          	25.00          
2010-06-11	19.25          	4.098          	0.00           
2010-06-12	22.75          	5.476          	0.00           
2010-06-13	25.25          	4.356          	0.00           
2010-06-14	24.00          	4.165          	0.00           
2010-06-15	21.75          	3.845          	0.00           
2010-06-16	21.00          	2.540          	3.00           
2010-06-17	20.50          	4.786          	0.00           
2010-06-18	20.00          	5.330          	0.00           
2010-06-19	22.75          	5.757          	0.00           
2010-06-20	25.75          	5.476          	0.00           
2010-06-21	24.25          	5.697          	0.00           
2010-06-22	24.75          	3.737          	0.00           
2010-06-23	25.75          	5.828          	0.00           
2010-06-24	26.75          	5.292          	11.00          
2010-06-25	24.00          	5.711          	16.00          
2010-06-26	23.75          	5.238          	0.00           
2010-06-27	26.25          	5.603          	0.00           
2010-06-28	27.00          	4.340          	0.00           
2010-06-29	25.00          	5.198          	0.00           
2010-06-30	19.75          	5.657          	0.00           
2010-07-01	17.75          	4.448          	0.00           
2010-07-02	17.75          	5.164          	0.00           
2010-07-03	20.50          	5.577          	0.00           
2010-07-04	23.50          	6.285          	0.00           
2010-07-05	26.25          	6.345          	0.00           
2010-07-06	28.25          	6.601          	0.00           
2010-07-07	29.25          	6.566          	0.00           
2010-07-08	28.75          	6.268          	0.00           
2010-07-09	27.50          	5.688          	0.00           
2010-07-10	24.25          	3.077          	20.00          
2010-07-11	23.75          	5.758          	28.00          
2010-07-12	23.50          	4.448          	0.00           
2010-07-13	24.25          	3.413          	29.00          
2010-07-14	24.25          	3.117          	36.00          
2010-07-15	25.25          	5.240          	0.00           
2010-07-16	27.00          	5.680          	0.00           
2010-07-17	26.50          	5.892          	0.00           
2010-07-18	26.75          	5.899          	0.00           
2010-07-19	26.50          	5.579          	8.00           
2010-07-20	24.75          	4.395          	9.00           
2010-07-21	25.25          	4.972          	2.00           
2010-07-22	25.00          	5.551          	0.00           
2010-07-23	27.00          	5.520          	0.00           
2010-07-24	29.25          	5.923          	0.00           
2010-07-25	26.75          	3.836          	0.00           
2010-07-26	23.00          	5.556          	0.00           
2010-07-27	22.75          	4.929          	0.00           
2010-07-28	25.00          	5.113          	0.00           
2010-07-29	25.75          	4.918          	0.00           
2010-07-30	21.50          	5.169          	0.00           
2010-07-31	21.00          	4.838          	0.00           
2010-08-01	22.25          	3.090          	8.00           
2010-08-02	21.25          	3.042          	0.00           
2010-08-03	23.75          	3.668          	0.00           
2010-08-04	26.75          	4.518          	0.00           
2010-08-05	26.50          	4.581          	0.00           
2010-08-06	24.25          	4.750          	0.00           
2010-08-07	21.75          	4.600          	0.00           
2010-08-08	23.50          	4.726          	0.00           
2010-08-09	25.50          	5.216          	0.00           
2010-08-10	27.00          	4.743          	0.00           
2010-08-11	27.25          	5.377          	0.00           
2010-08-12	25.00          	2.733          	13.00          
2010-08-13	21.00          	2.340          	12.00          
2010-08-14	21.75          	3.893          	0.00           
2010-08-15	22.00          	1.787          	7.00           
2010-08-16	24.50          	3.363          	14.00          
2010-08-17	24.00          	4.469          	15.00          
2010-08-18	22.75          	2.796          	0.00           
2010-08-19	22.50          	4.543          	0.00           
2010-08-20	23.50          	4.886          	0.00           
2010-08-21	23.00          	4.359          	0.00           
2010-08-22	24.25          	3.345          	10.00          
2010-08-23	21.50          	3.087          	6.00           
2010-08-24	19.50          	2.617          	10.00          
2010-08-25	20.00          	2.451          	0.00           
2010-08-26	20.50          	4.239          	0.00           
2010-08-27	18.50          	4.151          	0.00           
2010-08-28	19.75          	4.164          	0.00           
2010-08-29	22.00          	4.495          	0.00           
2010-08-30	24.00          	5.130          	0.00           
2010-08-31	25.25          	4.787          	0.00           
2010-09-01	26.25          	4.786          	0.00           
2010-09-02	26.75          	5.052          	0.00           
2010-09-03	26.50          	3.577          	0.00           
2010-09-04	20.75          	4.179          	0.00           
2010-09-05	17.25          	3.824          	0.00           
2010-09-06	17.50          	3.896          	0.00           
2010-09-07	22.00          	5.007          	0.00           
2010-09-08	23.50          	5.548          	0.00           
2010-09-09	18.25          	3.600          	0.00           
2010-09-10	17.25          	2.904          	0.00           
2010-09-11	17.00          	3.650          	0.00           
2010-09-12	17.50          	1.693          	13.00          
2010-09-13	18.00          	3.343          	14.00          
2010-09-14	18.00          	3.901          	0.00           
2010-09-15	17.00          	3.719          	0.00           
2010-09-16	17.00          	2.425          	6.00           
2010-09-17	16.75          	3.054          	7.00           
2010-09-18	16.00          	3.001          	0.00           
2010-09-19	18.50          	3.126          	0.00           
2010-09-20	17.75          	3.934          	0.00           
2010-09-21	14.75          	3.551          	0.00           
2010-09-22	19.75          	4.050          	0.00           
2010-09-23	22.50          	3.375          	3.00           
2010-09-24	24.50          	4.353          	0.00           
2010-09-25	24.75          	4.351          	0.00           
2010-09-26	19.75          	2.730          	0.00           
2010-09-27	19.00          	1.861          	18.00          
2010-09-28	20.75          	2.955          	14.00          
2010-09-29	17.50          	2.242          	0.00           
2010-09-30	19.00          	2.126          	77.00          
2010-10-01	17.00          	2.924          	73.00          
2010-10-02	13.50          	2.568          	0.00           
2010-10-03	12.50          	2.624          	0.00           
2010-10-04	11.25          	1.324          	13.00          
2010-10-05	10.25          	1.014          	9.00           
2010-10-06	11.75          	1.440          	6.00           
2010-10-07	14.00          	2.618          	0.00           
2010-10-08	14.50          	3.034          	0.00           
2010-10-09	15.50          	2.875          	0.00           
2010-10-10	13.75          	2.792          	0.00           
2010-10-11	16.75          	2.482          	0.00           
2010-10-12	17.25          	2.586          	9.00           
2010-10-13	11.25          	2.187          	0.00           
2010-10-14	9.00           	1.110          	13.00          
2010-10-15	10.00          	1.992          	0.00           
2010-10-16	11.50          	2.313          	0.00           
2010-10-17	12.00          	2.555          	0.00           
2010-10-18	10.75          	1.701          	0.00           
2010-10-19	10.25          	1.599          	13.00          
2010-10-20	9.00           	1.628          	0.00           
2010-10-21	10.00          	2.214          	0.00           
2010-10-22	8.50           	1.776          	0.00           
2010-10-23	9.25           	2.001          	0.00           
2010-10-24	13.25          	1.878          	0.00           
2010-10-25	15.00          	2.646          	0.00           
2010-10-26	16.50          	1.939          	8.00           
2010-10-27	17.50          	1.824          	13.00          
2010-10-28	14.75          	2.446          	8.00           
2010-10-29	10.50          	1.788          	0.00           
2010-10-30	7.25           	1.667          	0.00           
2010-10-31	7.25           	1.761          	0.00           
2010-11-01	5.25           	1.335          	0.00           
2010-11-02	3.25           	1.151          	0.00           
2010-11-03	4.50           	1.316          	0.00           
2010-11-04	6.75           	0.905          	24.00          
2010-11-05	7.00           	1.058          	23.00          
2010-11-06	4.75           	1.220          	0.00           
2010-11-07	3.50           	1.219          	0.00           
2010-11-08	6.00           	1.584          	0.00           
2010-11-09	8.00           	1.313          	0.00           
2010-11-10	9.50           	1.583          	0.00           
2010-11-11	7.75           	1.337          	0.00           
2010-11-12	6.75           	1.143          	0.00           
2010-11-13	7.50           	1.001          	0.00           
2010-11-14	7.75           	1.650          	0.00           
2010-11-15	9.00           	0.829          	0.00           
2010-11-16	10.75          	1.249          	13.00          
2010-11-17	11.75          	1.686          	19.00          
2010-11-18	8.00           	1.160          	0.00           
2010-11-19	4.75           	0.925          	0.00           
2010-11-20	4.75           	1.247          	0.00           
2010-11-21	4.50           	1.093          	0.00           
2010-11-22	8.00           	1.253          	0.00           
2010-11-23	8.50           	1.516          	0.00           
2010-11-24	6.00           	1.073          	0.00           
2010-11-25	3.50           	0.677          	7.00           
2010-11-26	3.75           	0.904          	3.00           
2010-11-27	2.00           	0.842          	0.00           
2010-11-28	1.50           	0.684          	0.00           
2010-11-29	2.00           	0.949          	0.00           
2010-11-30	5.75           	1.958          	0.00           
2010-12-01	9.00           	2.395          	30.00          
2010-12-02	3.25           	0.943          	0.00           
2010-12-03	0.50           	0.547          	0.00           
2010-12-04	-0.25          	0.652          	0.00           
2010-12-05	-0.25          	0.552          	0.00           
2010-12-06	-0.75          	0.468          	0.00           
2010-12-07	-2.00          	0.588          	0.00           
2010-12-08	-3.00          	0.563          	0.00           
2010-12-09	-4.25          	0.564          	0.00           
2010-12-10	-4.50          	0.590          	0.00           
2010-12-11	-1.25          	0.545          	0.00           
2010-12-12	4.00           	1.388          	27.00          
2010-12-13	0.00           	1.513          	0.00           
2010-12-14	-6.25          	0.681          	0.00           
2010-12-15	-5.50          	0.536          	0.00           
2010-12-16	-6.50          	0.428          	0.00           
2010-12-17	-5.25          	0.603          	0.00           
2010-12-18	-4.25          	0.446          	0.00           
2010-12-19	-4.25          	0.539          	0.00           
2010-12-20	-3.25          	0.718          	0.00           
2010-12-21	-0.50          	0.599          	0.00           
2010-12-22	-0.50          	0.583          	0.00           
2010-12-23	0.00           	0.786          	0.00           
2010-12-24	-0.75          	0.550          	0.00           
2010-12-25	-2.50          	0.391          	0.00           
2010-12-26	-3.50          	0.515          	0.00           
2010-12-27	-3.75          	0.688          	0.00           
2010-12-28	-1.50          	0.696          	0.00           
2010-12-29	-1.00          	0.712          	0.00           
2010-12-30	-1.50          	0.653          	0.00           
2010-12-31	0.25           	0.811          	0.00           
2011-01-01	3.00           	1.063          	0.00           
2011-01-02	3.75           	1.326          	0.00           
2011-01-03	-0.75          	0.804          	0.00           
2011-01-04	-1.75          	0.796          	0.00           
2011-01-05	-1.50          	0.800          	0.00           
2011-01-06	-4.00          	0.554          	0.00           
2011-01-07	-4.75          	0.548          	2.00           
2011-01-08	-5.75          	0.500          	1.00           
2011-01-09	-5.00          	0.657          	0.00           
2011-01-10	-5.25          	0.551          	0.00           
2011-01-11	-6.00          	0.534          	0.00           
2011-01-12	-5.00          	0.653          	10.00          
2011-01-13	-5.25          	0.599          	0.00           
2011-01-14	-5.75          	0.569          	0.00           
2011-01-15	-4.25          	0.692          	0.00           
2011-01-16	-2.75          	0.760          	0.00           
2011-01-17	-5.00          	0.397          	0.00           
2011-01-18	-3.25          	0.605          	8.00           
2011-01-19	1.25           	0.594          	2.00           
2011-01-20	-0.50          	0.583          	0.00           
2011-01-21	-4.50          	0.807          	4.00           
2011-01-22	-10.50         	0.465          	0.00           
2011-01-23	-10.75         	0.667          	0.00           
2011-01-24	-11.75         	0.546          	0.00           
2011-01-25	-5.00          	0.634          	0.00           
2011-01-26	-2.00          	0.624          	12.00          
2011-01-27	-1.25          	0.574          	16.00          
2011-01-28	-2.00          	0.501          	0.00           
2011-01-29	-5.00          	0.556          	0.00           
2011-01-30	-3.00          	0.792          	0.00           
2011-01-31	-6.50          	0.760          	0.00           
2011-02-01	-3.75          	0.458          	6.00           
2011-02-02	-0.50          	0.782          	19.00          
2011-02-03	-3.50          	0.939          	0.00           
2011-02-04	-6.00          	0.829          	0.00           
2011-02-05	-3.00          	0.981          	9.00           
2011-02-06	1.00           	0.864          	0.00           
2011-02-07	0.75           	0.775          	2.00           
2011-02-08	-1.75          	1.241          	0.00           
2011-02-09	-7.00          	0.857          	0.00           
2011-02-10	-7.00          	0.723          	0.00           
2011-02-11	-7.25          	0.904          	0.00           
2011-02-12	-4.00          	1.232          	0.00           
2011-02-13	-1.00          	1.478          	0.00           
2011-02-14	5.25           	1.986          	0.00           
2011-02-15	1.75           	1.672          	0.00           
2011-02-16	1.00           	1.611          	0.00           
2011-02-17	6.75           	2.064          	0.00           
2011-02-18	11.50          	3.045          	0.00           
2011-02-19	7.25           	2.774          	0.00           
2011-02-20	0.75           	1.252          	0.00           
2011-02-21	-0.75          	0.974          	5.00           
2011-02-22	-4.75          	1.069          	6.00           
2011-02-23	-5.50          	1.136          	0.00           
2011-02-24	-2.25          	1.319          	0.00           
2011-02-25	3.75           	1.765          	15.00          
2011-02-26	2.25           	1.426          	0.00           
2011-02-27	4.50           	1.554          	0.00           
2011-02-28	7.25           	1.831          	13.00          
2011-03-01	3.50           	1.806          	0.00           
2011-03-02	3.25           	2.331          	0.00           
2011-03-03	-1.75          	1.537          	0.00           
2011-03-04	0.00           	1.494          	0.00           
2011-03-05	7.25           	2.385          	0.00           
2011-03-06	8.00           	2.134          	38.00          
2011-03-07	3.75           	2.113          	32.00          
2011-03-08	1.25           	1.459          	0.00           
